2020-06-08 20:34:32,839 INFO [root] [__init__.py(<module>:8)] - Test日志会不会打印！！！
2020-06-08 20:34:33,234 INFO [root] [test_emp_params.py(test01_login_success:26)] - 登录结果为:{'success': True, 'code': 10000, 'message': '操作成功！', 'data': '18437bc0-e217-4b86-bbec-5f52a81fdce1'}
2020-06-08 20:34:34,565 INFO [root] [test_ihrm_login.py(test05_params_is_none:61)] - 无参的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:34,565 INFO [root] [test_ihrm_login.py(test05_params_is_none:61)] - 无参的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:34,565 INFO [root] [test_ihrm_login.py(test05_params_is_none:61)] - 无参的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:34,565 INFO [root] [test_ihrm_login.py(test05_params_is_none:61)] - 无参的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:34,662 INFO [root] [test_ihrm_login.py(test06_params_is_null:68)] - 传入None的结果为:{'success': False, 'code': 99999, 'message': '抱歉，系统繁忙，请稍后重试！', 'data': None}
2020-06-08 20:34:34,662 INFO [root] [test_ihrm_login.py(test06_params_is_null:68)] - 传入None的结果为:{'success': False, 'code': 99999, 'message': '抱歉，系统繁忙，请稍后重试！', 'data': None}
2020-06-08 20:34:34,662 INFO [root] [test_ihrm_login.py(test06_params_is_null:68)] - 传入None的结果为:{'success': False, 'code': 99999, 'message': '抱歉，系统繁忙，请稍后重试！', 'data': None}
2020-06-08 20:34:34,662 INFO [root] [test_ihrm_login.py(test06_params_is_null:68)] - 传入None的结果为:{'success': False, 'code': 99999, 'message': '抱歉，系统繁忙，请稍后重试！', 'data': None}
2020-06-08 20:34:34,662 INFO [root] [test_ihrm_login.py(test06_params_is_null:68)] - 传入None的结果为:{'success': False, 'code': 99999, 'message': '抱歉，系统繁忙，请稍后重试！', 'data': None}
2020-06-08 20:34:34,662 INFO [root] [test_ihrm_login.py(test06_params_is_null:68)] - 传入None的结果为:{'success': False, 'code': 99999, 'message': '抱歉，系统繁忙，请稍后重试！', 'data': None}
2020-06-08 20:34:34,662 INFO [root] [test_ihrm_login.py(test06_params_is_null:68)] - 传入None的结果为:{'success': False, 'code': 99999, 'message': '抱歉，系统繁忙，请稍后重试！', 'data': None}
2020-06-08 20:34:34,755 INFO [root] [test_ihrm_login.py(test07_more_params:76)] - 多参的结果为:{'success': True, 'code': 10000, 'message': '操作成功！', 'data': '4f3b4ebf-e843-4a08-93c2-674c33f5ee4b'}
2020-06-08 20:34:34,755 INFO [root] [test_ihrm_login.py(test07_more_params:76)] - 多参的结果为:{'success': True, 'code': 10000, 'message': '操作成功！', 'data': '4f3b4ebf-e843-4a08-93c2-674c33f5ee4b'}
2020-06-08 20:34:34,755 INFO [root] [test_ihrm_login.py(test07_more_params:76)] - 多参的结果为:{'success': True, 'code': 10000, 'message': '操作成功！', 'data': '4f3b4ebf-e843-4a08-93c2-674c33f5ee4b'}
2020-06-08 20:34:34,755 INFO [root] [test_ihrm_login.py(test07_more_params:76)] - 多参的结果为:{'success': True, 'code': 10000, 'message': '操作成功！', 'data': '4f3b4ebf-e843-4a08-93c2-674c33f5ee4b'}
2020-06-08 20:34:34,755 INFO [root] [test_ihrm_login.py(test07_more_params:76)] - 多参的结果为:{'success': True, 'code': 10000, 'message': '操作成功！', 'data': '4f3b4ebf-e843-4a08-93c2-674c33f5ee4b'}
2020-06-08 20:34:34,755 INFO [root] [test_ihrm_login.py(test07_more_params:76)] - 多参的结果为:{'success': True, 'code': 10000, 'message': '操作成功！', 'data': '4f3b4ebf-e843-4a08-93c2-674c33f5ee4b'}
2020-06-08 20:34:34,755 INFO [root] [test_ihrm_login.py(test07_more_params:76)] - 多参的结果为:{'success': True, 'code': 10000, 'message': '操作成功！', 'data': '4f3b4ebf-e843-4a08-93c2-674c33f5ee4b'}
2020-06-08 20:34:34,755 INFO [root] [test_ihrm_login.py(test07_more_params:76)] - 多参的结果为:{'success': True, 'code': 10000, 'message': '操作成功！', 'data': '4f3b4ebf-e843-4a08-93c2-674c33f5ee4b'}
2020-06-08 20:34:34,854 INFO [root] [test_ihrm_login.py(test08_less_params_mobile:84)] - 缺少mobile参数的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:34,854 INFO [root] [test_ihrm_login.py(test08_less_params_mobile:84)] - 缺少mobile参数的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:34,854 INFO [root] [test_ihrm_login.py(test08_less_params_mobile:84)] - 缺少mobile参数的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:34,854 INFO [root] [test_ihrm_login.py(test08_less_params_mobile:84)] - 缺少mobile参数的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:34,854 INFO [root] [test_ihrm_login.py(test08_less_params_mobile:84)] - 缺少mobile参数的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:34,854 INFO [root] [test_ihrm_login.py(test08_less_params_mobile:84)] - 缺少mobile参数的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:34,854 INFO [root] [test_ihrm_login.py(test08_less_params_mobile:84)] - 缺少mobile参数的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:34,854 INFO [root] [test_ihrm_login.py(test08_less_params_mobile:84)] - 缺少mobile参数的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:34,854 INFO [root] [test_ihrm_login.py(test08_less_params_mobile:84)] - 缺少mobile参数的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:34,947 INFO [root] [test_ihrm_login.py(test09_less_params_password:92)] - 缺少password参数的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:34,947 INFO [root] [test_ihrm_login.py(test09_less_params_password:92)] - 缺少password参数的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:34,947 INFO [root] [test_ihrm_login.py(test09_less_params_password:92)] - 缺少password参数的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:34,947 INFO [root] [test_ihrm_login.py(test09_less_params_password:92)] - 缺少password参数的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:34,947 INFO [root] [test_ihrm_login.py(test09_less_params_password:92)] - 缺少password参数的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:34,947 INFO [root] [test_ihrm_login.py(test09_less_params_password:92)] - 缺少password参数的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:34,947 INFO [root] [test_ihrm_login.py(test09_less_params_password:92)] - 缺少password参数的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:34,947 INFO [root] [test_ihrm_login.py(test09_less_params_password:92)] - 缺少password参数的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:34,947 INFO [root] [test_ihrm_login.py(test09_less_params_password:92)] - 缺少password参数的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:34,947 INFO [root] [test_ihrm_login.py(test09_less_params_password:92)] - 缺少password参数的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,041 INFO [root] [test_ihrm_login.py(test10_params_is_error:100)] - 多参的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,041 INFO [root] [test_ihrm_login.py(test10_params_is_error:100)] - 多参的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,041 INFO [root] [test_ihrm_login.py(test10_params_is_error:100)] - 多参的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,041 INFO [root] [test_ihrm_login.py(test10_params_is_error:100)] - 多参的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,041 INFO [root] [test_ihrm_login.py(test10_params_is_error:100)] - 多参的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,041 INFO [root] [test_ihrm_login.py(test10_params_is_error:100)] - 多参的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,041 INFO [root] [test_ihrm_login.py(test10_params_is_error:100)] - 多参的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,041 INFO [root] [test_ihrm_login.py(test10_params_is_error:100)] - 多参的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,041 INFO [root] [test_ihrm_login.py(test10_params_is_error:100)] - 多参的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,041 INFO [root] [test_ihrm_login.py(test10_params_is_error:100)] - 多参的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,041 INFO [root] [test_ihrm_login.py(test10_params_is_error:100)] - 多参的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,147 INFO [root] [test_ihrm_login.py(test11_password_is_empty:108)] - 密码为空的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,147 INFO [root] [test_ihrm_login.py(test11_password_is_empty:108)] - 密码为空的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,147 INFO [root] [test_ihrm_login.py(test11_password_is_empty:108)] - 密码为空的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,147 INFO [root] [test_ihrm_login.py(test11_password_is_empty:108)] - 密码为空的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,147 INFO [root] [test_ihrm_login.py(test11_password_is_empty:108)] - 密码为空的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,147 INFO [root] [test_ihrm_login.py(test11_password_is_empty:108)] - 密码为空的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,147 INFO [root] [test_ihrm_login.py(test11_password_is_empty:108)] - 密码为空的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,147 INFO [root] [test_ihrm_login.py(test11_password_is_empty:108)] - 密码为空的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,147 INFO [root] [test_ihrm_login.py(test11_password_is_empty:108)] - 密码为空的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,147 INFO [root] [test_ihrm_login.py(test11_password_is_empty:108)] - 密码为空的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,147 INFO [root] [test_ihrm_login.py(test11_password_is_empty:108)] - 密码为空的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,147 INFO [root] [test_ihrm_login.py(test11_password_is_empty:108)] - 密码为空的结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,240 INFO [root] [test_login_params.py(test01_login:26)] - 登录成功结果为:{'success': True, 'code': 10000, 'message': '操作成功！', 'data': 'facd917d-b716-48ae-a518-c18685f53f35'}
2020-06-08 20:34:35,240 INFO [root] [test_login_params.py(test01_login:26)] - 登录成功结果为:{'success': True, 'code': 10000, 'message': '操作成功！', 'data': 'facd917d-b716-48ae-a518-c18685f53f35'}
2020-06-08 20:34:35,240 INFO [root] [test_login_params.py(test01_login:26)] - 登录成功结果为:{'success': True, 'code': 10000, 'message': '操作成功！', 'data': 'facd917d-b716-48ae-a518-c18685f53f35'}
2020-06-08 20:34:35,240 INFO [root] [test_login_params.py(test01_login:26)] - 登录成功结果为:{'success': True, 'code': 10000, 'message': '操作成功！', 'data': 'facd917d-b716-48ae-a518-c18685f53f35'}
2020-06-08 20:34:35,240 INFO [root] [test_login_params.py(test01_login:26)] - 登录成功结果为:{'success': True, 'code': 10000, 'message': '操作成功！', 'data': 'facd917d-b716-48ae-a518-c18685f53f35'}
2020-06-08 20:34:35,240 INFO [root] [test_login_params.py(test01_login:26)] - 登录成功结果为:{'success': True, 'code': 10000, 'message': '操作成功！', 'data': 'facd917d-b716-48ae-a518-c18685f53f35'}
2020-06-08 20:34:35,240 INFO [root] [test_login_params.py(test01_login:26)] - 登录成功结果为:{'success': True, 'code': 10000, 'message': '操作成功！', 'data': 'facd917d-b716-48ae-a518-c18685f53f35'}
2020-06-08 20:34:35,240 INFO [root] [test_login_params.py(test01_login:26)] - 登录成功结果为:{'success': True, 'code': 10000, 'message': '操作成功！', 'data': 'facd917d-b716-48ae-a518-c18685f53f35'}
2020-06-08 20:34:35,240 INFO [root] [test_login_params.py(test01_login:26)] - 登录成功结果为:{'success': True, 'code': 10000, 'message': '操作成功！', 'data': 'facd917d-b716-48ae-a518-c18685f53f35'}
2020-06-08 20:34:35,240 INFO [root] [test_login_params.py(test01_login:26)] - 登录成功结果为:{'success': True, 'code': 10000, 'message': '操作成功！', 'data': 'facd917d-b716-48ae-a518-c18685f53f35'}
2020-06-08 20:34:35,240 INFO [root] [test_login_params.py(test01_login:26)] - 登录成功结果为:{'success': True, 'code': 10000, 'message': '操作成功！', 'data': 'facd917d-b716-48ae-a518-c18685f53f35'}
2020-06-08 20:34:35,240 INFO [root] [test_login_params.py(test01_login:26)] - 登录成功结果为:{'success': True, 'code': 10000, 'message': '操作成功！', 'data': 'facd917d-b716-48ae-a518-c18685f53f35'}
2020-06-08 20:34:35,240 INFO [root] [test_login_params.py(test01_login:26)] - 登录成功结果为:{'success': True, 'code': 10000, 'message': '操作成功！', 'data': 'facd917d-b716-48ae-a518-c18685f53f35'}
2020-06-08 20:34:35,337 INFO [root] [test_login_params.py(test01_login:26)] - 手机号码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,337 INFO [root] [test_login_params.py(test01_login:26)] - 手机号码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,337 INFO [root] [test_login_params.py(test01_login:26)] - 手机号码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,337 INFO [root] [test_login_params.py(test01_login:26)] - 手机号码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,337 INFO [root] [test_login_params.py(test01_login:26)] - 手机号码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,337 INFO [root] [test_login_params.py(test01_login:26)] - 手机号码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,337 INFO [root] [test_login_params.py(test01_login:26)] - 手机号码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,337 INFO [root] [test_login_params.py(test01_login:26)] - 手机号码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,337 INFO [root] [test_login_params.py(test01_login:26)] - 手机号码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,337 INFO [root] [test_login_params.py(test01_login:26)] - 手机号码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,337 INFO [root] [test_login_params.py(test01_login:26)] - 手机号码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,337 INFO [root] [test_login_params.py(test01_login:26)] - 手机号码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,337 INFO [root] [test_login_params.py(test01_login:26)] - 手机号码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,337 INFO [root] [test_login_params.py(test01_login:26)] - 手机号码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,445 INFO [root] [test_login_params.py(test01_login:26)] - 密码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,445 INFO [root] [test_login_params.py(test01_login:26)] - 密码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,445 INFO [root] [test_login_params.py(test01_login:26)] - 密码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,445 INFO [root] [test_login_params.py(test01_login:26)] - 密码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,445 INFO [root] [test_login_params.py(test01_login:26)] - 密码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,445 INFO [root] [test_login_params.py(test01_login:26)] - 密码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,445 INFO [root] [test_login_params.py(test01_login:26)] - 密码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,445 INFO [root] [test_login_params.py(test01_login:26)] - 密码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,445 INFO [root] [test_login_params.py(test01_login:26)] - 密码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,445 INFO [root] [test_login_params.py(test01_login:26)] - 密码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,445 INFO [root] [test_login_params.py(test01_login:26)] - 密码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,445 INFO [root] [test_login_params.py(test01_login:26)] - 密码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,445 INFO [root] [test_login_params.py(test01_login:26)] - 密码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,445 INFO [root] [test_login_params.py(test01_login:26)] - 密码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,445 INFO [root] [test_login_params.py(test01_login:26)] - 密码为空结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,547 INFO [root] [test_login_params.py(test01_login:26)] - 密码错误结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,547 INFO [root] [test_login_params.py(test01_login:26)] - 密码错误结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,547 INFO [root] [test_login_params.py(test01_login:26)] - 密码错误结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,547 INFO [root] [test_login_params.py(test01_login:26)] - 密码错误结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,547 INFO [root] [test_login_params.py(test01_login:26)] - 密码错误结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,547 INFO [root] [test_login_params.py(test01_login:26)] - 密码错误结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,547 INFO [root] [test_login_params.py(test01_login:26)] - 密码错误结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
2020-06-08 20:34:35,547 INFO [root] [test_login_params.py(test01_login:26)] - 密码错误结果为:{'success': False, 'code': 20001, 'message': '用户名或密码错误', 'data': None}
